Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,MoSold,SalePrice,TotalSF,Baths_Total,Age_Sold,PorchSF_Total
1259,59.0,9587,7,2005,2005,655,201,856,1166,2,5,0,2,400,0,7,190000,2022,3.0,3,212
1260,65.0,9750,6,1969,1969,602,14,1054,1054,1,6,0,2,460,0,7,151000,2108,2.5,39,260
1261,65.0,24682,6,1999,1999,0,841,841,1675,2,7,1,2,502,103,6,181000,2516,2.5,10,103
1262,80.0,9600,5,1956,1956,504,546,1050,1050,1,5,0,1,338,0,6,128900,2100,1.0,53,0
1263,80.0,11250,4,1957,1989,0,1104,1104,1788,1,8,2,1,304,0,11,161500,2892,2.0,52,120
1264,60.0,13515,6,1919,1950,0,764,764,1824,1,8,1,2,520,0,7,180500,2588,1.0,88,126
1265,34.0,4060,6,1998,1999,266,1139,1405,1337,2,5,0,2,511,68,8,181000,2742,3.0,10,212
1266,35.0,3735,7,1999,1999,450,241,691,1452,2,6,0,2,506,34,3,183900,2143,3.5,7,34
1267,60.0,10120,7,1910,1950,0,925,925,1889,1,9,1,1,308,0,1,122000,2814,1.5,97,264
1268,89.0,13214,9,2008,2009,0,2002,2002,2018,2,10,1,3,746,76,5,378500,4020,2.0,2,220
1269,74.0,14100,8,1935,1997,192,536,728,3447,3,11,2,3,1014,12,5,381000,4175,3.5,73,326
1270,78.0,11344,5,1958,1958,460,414,874,1524,1,7,0,1,315,0,7,144000,2398,1.5,49,0
1271,80.0,23595,7,1979,1979,1258,74,1332,1524,0,4,1,2,586,0,4,260000,2856,2.5,31,268
1272,80.0,9156,6,1968,1968,0,1489,1489,1489,2,7,1,2,462,0,8,185750,2978,2.0,41,0
1273,71.0,13526,5,1965,1965,560,0,935,935,1,5,0,1,288,0,11,137000,1870,2.0,41,180
1274,124.0,11512,6,1959,2006,719,300,1019,1357,1,5,1,1,312,0,5,177000,2376,2.0,49,163
1275,53.0,5362,5,1910,2003,0,661,661,1250,2,8,1,2,552,0,11,139000,1911,2.0,97,323
1276,95.0,11345,5,1948,1950,220,708,928,1920,2,10,0,2,400,0,7,137000,2848,2.0,59,0
1277,80.0,12936,6,1972,1972,593,130,723,1395,1,6,1,2,497,116,12,162000,2118,2.0,37,410
1278,80.0,17871,6,1967,1976,528,1152,1680,1724,1,7,1,2,480,0,6,197900,3404,2.5,42,0
1279,75.0,9473,8,2002,2002,804,324,1128,2031,2,7,1,2,577,211,3,237000,3159,3.5,6,211
1280,60.0,7500,4,1920,1950,0,698,698,1128,1,6,0,2,528,0,4,68400,1826,1.0,90,194
1281,67.0,9808,7,2002,2002,788,785,1573,1573,2,6,0,2,544,72,3,227000,3146,3.0,7,72
1282,50.0,8049,7,1990,1990,1053,256,1309,1339,2,6,1,2,484,58,7,180000,2648,3.0,16,148
1283,61.0,8800,5,1977,2008,532,364,1040,1040,2,5,0,2,484,0,9,150500,2080,2.0,32,288
1284,94.0,9400,6,1971,1971,0,912,912,1824,2,8,0,0,0,0,4,139000,2736,3.0,39,128
1285,50.0,9638,6,1919,1990,0,804,804,2447,2,10,1,1,336,0,3,169000,3251,2.0,91,430
1286,50.0,6000,6,1939,1950,0,780,780,1412,1,6,1,1,280,0,5,132500,2192,1.0,70,45
1287,80.0,9790,6,1963,1963,569,678,1328,1328,1,6,2,2,528,26,6,143000,2656,2.5,47,26
1288,80.0,36500,5,1964,1964,812,812,1624,1582,2,7,0,2,390,198,6,190000,3206,2.5,42,366
1289,40.0,5664,8,2000,2000,1158,343,1501,1659,2,5,1,2,499,59,10,278000,3160,3.0,9,271
1290,86.0,11065,8,2006,2006,0,1085,1085,1970,2,8,1,3,753,74,10,281000,3055,2.5,0,251
1291,73.0,14112,5,1964,1964,1014,138,1152,1152,1,6,1,2,484,0,4,180500,2304,2.0,46,227
1292,21.0,1680,5,1972,1972,231,399,630,1302,2,6,0,1,264,0,2,119500,1932,2.5,37,185
1293,60.0,6600,5,1892,1965,0,994,994,2372,2,11,0,1,432,287,12,107500,3366,2.0,117,287
1294,78.0,10140,7,1976,1976,194,638,832,1664,2,8,1,2,528,28,3,162900,2496,2.5,30,287
1295,60.0,8172,5,1955,1990,167,697,864,864,1,5,0,2,572,0,4,115000,1728,2.0,51,0
1296,70.0,8400,5,1968,1968,1016,36,1052,1052,1,5,0,1,288,0,11,138500,2104,2.5,38,356
1297,80.0,8700,5,1963,1963,776,344,1120,1128,2,6,0,2,525,20,12,155000,2248,3.0,45,335
1298,35.0,3675,6,2005,2006,547,0,547,1072,2,5,0,2,525,44,6,140000,1619,3.0,1,44
1299,313.0,63887,10,2008,2008,5644,466,6110,5642,2,12,3,2,1418,292,1,160000,11752,4.5,0,506
1300,75.0,7500,5,1959,1994,340,0,1246,1246,1,6,0,1,305,0,5,154000,2492,2.5,51,218
1301,65.0,10762,7,1999,1999,694,284,978,1983,2,9,1,2,490,0,5,225000,2961,2.5,10,0
1302,74.0,7500,6,1942,1950,547,224,771,1494,1,7,2,1,213,0,11,177500,2265,1.0,67,224
1303,92.0,10120,8,1994,1994,740,425,1165,2526,2,8,1,3,844,78,12,290000,3691,3.5,12,387
1304,73.0,8688,7,2005,2005,0,1616,1616,1616,2,7,0,3,834,59,4,232000,3232,2.0,1,267
1305,32.0,3363,7,2004,2004,0,976,976,1708,2,7,0,2,380,40,4,130000,2684,2.0,2,40
1306,108.0,13173,9,2006,2007,1572,80,1652,1652,2,6,2,2,840,102,11,325000,3304,3.0,3,506
1307,48.0,6955,7,2005,2006,0,1368,1368,1368,2,6,1,2,474,35,9,202500,2736,2.0,1,167
1308,60.0,8072,5,1994,1995,746,244,990,990,1,5,0,2,480,64,5,138000,1980,2.0,15,64
1309,100.0,12000,5,1948,2005,144,172,924,1122,1,6,0,2,528,36,5,147000,2046,2.0,60,36
1310,66.5,7153,6,1991,1991,1200,78,1278,1294,2,6,0,2,496,51,6,179200,2572,3.0,17,163
1311,100.0,17500,7,1959,2002,1406,496,1902,1902,2,7,2,2,567,207,5,335000,3804,3.0,51,369
1312,68.0,8814,7,2005,2007,925,349,1274,1274,2,6,0,2,508,98,1,203000,2548,3.0,2,362
1313,91.0,9572,8,1990,1990,482,971,1453,2810,2,9,1,2,750,0,6,302000,4263,2.5,17,500
1314,108.0,14774,9,1999,1999,0,1393,1393,2599,2,10,1,3,779,30,5,333168,3992,2.5,11,698
1315,60.0,8190,4,1954,1954,732,216,948,948,1,5,1,1,280,36,10,119000,1896,2.0,53,36
1316,85.0,11075,6,1969,1969,500,176,952,2112,2,9,2,2,576,0,6,206900,3064,2.5,39,280
1317,61.0,10226,8,2008,2008,0,1622,1622,1630,2,8,1,3,860,42,1,295493,3252,3.0,1,214
1318,47.0,4230,7,2006,2007,0,1352,1352,1352,2,5,1,2,466,241,4,208900,2704,2.0,1,241
1319,70.0,14781,8,2001,2002,0,1753,1753,1787,2,7,1,3,748,150,8,275000,3540,2.0,5,348
1320,75.0,10215,4,1954,1954,492,372,864,948,1,5,0,1,248,0,2,111000,1812,1.0,53,0
1321,70.0,8400,6,1957,1957,189,628,1478,1478,1,6,2,2,442,0,6,156500,2956,2.5,52,330
1322,52.0,6627,3,1949,1950,0,0,0,720,1,4,0,1,287,0,7,72500,720,1.0,59,0
1323,107.0,10186,7,1992,1992,674,76,750,1923,2,8,1,2,564,39,6,190000,2673,3.5,18,279
1324,50.0,5330,4,1940,1950,280,140,420,708,1,5,0,0,0,0,12,82500,1128,1.0,69,164
1325,75.0,9986,8,2006,2007,0,1795,1795,1795,2,7,1,3,895,49,2,147000,3590,2.0,1,49
1326,40.0,3636,4,1922,1950,0,796,796,796,1,5,0,0,0,0,1,55000,1592,1.0,86,100
1327,70.0,4270,3,1931,2006,544,0,544,774,1,6,0,0,0,0,5,79000,1318,1.0,76,286
1328,60.0,6600,5,1982,2008,641,175,816,816,1,5,1,1,264,0,10,130500,1632,1.5,26,0
1329,60.0,10440,6,1920,1950,493,1017,1510,2792,2,8,2,2,520,547,6,256000,4302,2.0,88,1027
1330,63.0,9084,7,1998,1998,0,935,935,1632,2,8,1,2,462,28,6,176500,2567,2.5,8,28
1331,85.0,10000,8,2006,2006,0,1588,1588,1588,2,7,1,3,825,45,12,227000,3176,2.0,1,189
1332,55.0,10780,5,1976,1976,483,428,911,954,1,6,0,2,576,0,7,132500,1865,1.0,30,0
1333,67.0,8877,4,1938,1958,690,126,816,816,1,3,1,1,288,0,5,100000,1632,2.0,71,0
1334,60.0,7200,5,1938,1995,0,803,803,1360,1,6,0,1,297,65,7,125500,2163,1.5,68,255
1335,24.0,2368,5,1970,1970,765,0,765,1365,1,7,0,2,440,36,5,125000,2130,1.5,39,36
1336,80.0,9650,6,1977,1977,686,664,1350,1334,2,6,1,2,630,16,4,167900,2684,2.5,32,16
1337,87.0,9246,5,1973,1973,0,1656,1656,1656,2,8,0,2,506,211,11,135000,3312,2.0,35,211
1338,153.0,4118,4,1941,1950,0,693,693,693,1,4,0,0,0,20,3,52500,1386,1.0,65,20
1339,95.0,13450,7,2002,2002,700,216,916,1861,2,8,0,2,492,91,6,200000,2777,3.5,4,237
1340,120.0,9560,5,1972,1972,360,504,864,864,1,5,0,1,288,0,6,128500,1728,1.0,34,0
1341,70.0,8294,4,1971,1971,0,858,858,872,1,5,0,4,480,0,6,123000,1730,1.0,36,0
1342,66.0,13695,6,2003,2004,814,300,1114,1114,1,6,0,2,576,78,7,155000,2228,2.0,5,78
1343,70.0,9375,8,2002,2002,0,1284,1284,2169,2,7,1,2,647,87,8,228500,3453,2.5,5,279
1344,57.0,7558,6,1928,1950,0,896,896,1913,1,9,1,2,342,0,3,177000,2809,1.5,81,0
1345,85.0,11103,7,2006,2006,0,728,728,1456,2,8,1,2,440,0,7,155835,2184,2.5,1,0
1346,50.0,6000,4,1920,1950,250,710,960,960,1,5,0,1,308,0,7,108500,1920,1.0,87,168
1347,80.0,20781,7,1968,2003,297,1203,1568,2156,2,9,1,2,508,80,6,262500,3724,2.0,38,370
1348,93.0,15306,8,2006,2007,80,1652,1732,1776,2,7,1,3,712,0,5,283463,3508,3.0,1,0
1349,66.5,16196,7,1998,1998,1443,39,1482,1494,2,5,1,2,514,25,8,215000,2976,3.0,9,427
1350,50.0,5250,8,1872,1987,259,425,684,2358,2,8,0,0,0,54,12,122000,3042,2.0,136,74
1351,91.0,11643,5,1969,1969,500,748,1248,2634,2,12,0,4,968,0,8,200000,3882,4.5,40,0
1352,70.0,9247,6,1962,1962,319,539,858,1716,1,8,1,2,490,84,3,171000,2574,1.5,46,204
1353,50.0,6000,6,1937,2000,0,698,698,1176,1,4,0,2,624,0,7,134900,1874,1.0,72,210
1354,56.0,14720,8,1995,1996,816,1217,2033,3238,2,9,1,3,666,86,3,410000,5271,3.5,15,369
1355,70.0,10316,7,2000,2000,735,257,992,1865,2,7,1,3,839,184,6,235000,2857,3.5,8,184
1356,102.0,10192,7,1968,1992,0,570,570,1920,3,8,1,2,487,98,9,170000,2490,3.0,38,98
1357,73.0,9477,5,1966,1966,340,524,864,892,1,5,0,1,264,0,10,110000,1756,1.0,42,0
1358,73.0,12537,5,1971,2008,734,344,1078,1078,1,6,1,2,500,0,4,149900,2156,2.5,39,0
1359,73.5,2117,6,2000,2000,378,378,756,1573,2,5,0,2,440,32,6,177500,2329,2.5,10,32
1360,129.0,16737,9,2004,2005,1447,533,1980,1980,2,8,1,3,770,45,9,315000,3960,3.0,2,239
1361,51.0,9842,5,1921,1998,0,612,612,2601,3,8,0,2,621,0,5,189000,3213,3.5,87,484
1362,124.0,16158,7,2005,2005,1274,256,1530,1530,2,7,1,2,430,36,6,260000,3060,3.0,4,204
1363,73.0,12513,4,1920,2007,0,715,715,1738,2,7,1,1,368,0,6,104900,2453,2.0,89,55
1364,73.0,8499,6,2006,2007,0,616,616,1412,2,6,1,2,432,36,3,156932,2028,2.5,1,36
1365,30.0,3180,7,2005,2005,0,600,600,1200,2,4,0,2,480,166,4,144152,1800,2.5,1,166
1366,73.5,7500,7,2000,2000,533,281,814,1674,2,7,0,2,663,96,1,216000,2488,3.5,10,96
1367,68.0,9179,7,1999,1999,633,240,873,1790,2,7,0,2,588,88,6,193000,2663,3.5,9,88
1368,41.0,2665,5,1977,1977,548,36,757,1475,2,6,1,1,336,26,7,127000,2232,2.0,29,130
1369,70.0,4435,6,2003,2004,685,163,848,848,1,4,0,2,420,0,6,144000,1696,2.0,6,140
1370,48.0,10635,8,2003,2003,370,315,1657,1668,2,8,1,2,502,262,5,232000,3325,3.0,7,262
1371,90.0,5400,4,1920,1950,315,420,840,1374,1,6,0,1,338,0,10,105000,2214,1.0,89,198
1372,80.0,9600,6,1955,1996,831,161,992,1661,1,8,1,1,377,28,10,165500,2653,2.0,53,206
1373,75.0,9750,7,1998,1998,975,133,1108,2097,2,8,1,2,583,170,6,274300,3205,3.5,8,423
1374,91.0,11400,10,2001,2002,1282,1351,2633,2633,2,8,2,3,804,140,3,466500,5266,3.5,6,454
1375,85.0,10625,7,2005,2005,0,1026,1026,1958,2,9,1,3,936,210,7,250000,2984,2.5,3,364
1376,89.0,10991,8,2007,2007,0,1571,1571,1571,2,7,1,3,722,36,12,239000,3142,2.0,0,136
1377,52.0,6292,6,1930,1950,384,384,768,790,1,4,0,1,160,141,4,91000,1558,1.0,78,141
1378,60.0,10998,5,1941,1960,408,156,984,1604,2,6,0,2,660,68,7,117000,2588,2.0,68,68
1379,21.0,1953,6,1973,1973,309,174,483,987,1,5,0,1,264,0,6,83000,1470,1.5,33,72
1380,73.0,9735,5,2006,2007,0,384,384,1394,2,7,0,2,400,0,5,167500,1778,2.5,2,100
1381,45.0,8212,3,1914,1950,203,661,864,864,1,5,0,1,200,0,6,58500,1728,2.0,96,96
1382,73.0,12925,6,1970,1970,865,340,1205,2117,2,7,2,2,550,42,5,237500,3322,2.5,38,42
1383,60.0,7200,7,1920,1950,0,596,596,1762,1,8,0,2,576,0,10,157000,2358,2.5,86,257
1384,71.0,25339,5,1918,2007,0,816,816,1416,2,7,0,2,576,0,8,112000,2232,2.0,89,112
1385,60.0,9060,6,1939,1950,204,356,560,1258,1,6,0,1,280,0,10,105000,1818,1.0,70,0
1386,40.0,5436,4,1922,2007,735,61,796,1154,1,7,0,1,240,96,5,125500,1950,2.0,88,96
1387,80.0,16692,7,1978,1978,790,133,1392,2784,3,12,2,2,564,112,7,250000,4176,4.5,28,552
1388,60.0,8520,6,1916,1950,168,0,714,2526,2,10,1,1,216,15,8,136000,3240,2.0,91,103
1389,42.0,14892,9,2006,2007,1320,426,1746,1746,2,7,2,3,758,39,10,377500,3492,3.0,3,240
1390,60.0,6000,6,1941,1950,375,360,735,1218,1,6,1,2,440,0,3,131000,1953,1.5,66,0
1391,70.0,9100,7,2000,2000,1400,125,1525,1525,2,6,0,2,541,36,9,235000,3050,3.0,6,255
1392,65.0,8944,5,1967,1967,0,1584,1584,1584,2,8,0,3,792,152,4,124000,3168,2.0,42,152
1393,68.0,7838,5,1967,1967,769,95,864,900,1,6,1,1,288,144,12,123000,1764,2.0,39,319
1394,60.0,10800,6,1905,2000,0,482,482,1912,2,7,1,2,672,25,4,163000,2394,2.0,103,237
1395,53.0,4045,7,2006,2006,1070,286,1356,1500,2,6,1,3,648,20,10,246578,2856,3.0,0,181
1396,88.0,12665,8,2005,2006,0,1094,1094,2482,2,9,1,3,642,39,2,281213,3576,2.5,2,183
1397,85.0,57200,5,1948,1950,353,60,747,1687,1,7,2,2,572,0,6,160000,2434,2.0,62,50
1398,51.0,6120,5,1920,2004,0,939,939,1513,1,8,0,1,180,0,5,137500,2452,1.5,87,174
1399,60.0,7200,5,1950,1982,180,676,1208,1904,1,7,0,1,240,0,5,138000,3112,2.5,59,168
1400,51.0,6171,6,1925,1990,264,712,976,1608,2,7,1,1,216,16,10,137450,2584,2.5,84,163
1401,50.0,6000,6,1929,1950,0,862,862,1158,1,5,1,1,208,0,7,120000,2020,1.0,79,112
1402,62.0,7415,6,2004,2004,759,80,839,1593,2,8,1,2,398,75,4,193000,2432,3.5,4,175
1403,64.0,6762,7,2006,2006,0,1286,1286,1294,2,6,1,2,662,55,7,193879,2580,2.0,0,223
1404,49.0,15256,8,2007,2007,929,556,1485,1464,2,6,0,3,754,160,8,282922,2949,3.0,0,328
1405,60.0,10410,3,1915,1950,0,672,672,1214,1,6,0,3,936,0,1,105000,1886,1.0,91,376
1406,44.0,3842,8,2004,2005,1373,221,1594,1646,2,5,1,2,482,53,1,275000,3240,3.5,4,336
1407,70.0,8445,5,1972,2007,656,112,768,768,1,5,0,2,396,0,3,133000,1536,2.0,37,58
1408,73.0,8780,5,1985,1985,625,208,833,833,1,5,0,0,0,0,3,112000,1666,2.0,24,0
1409,60.0,7740,4,1910,1950,0,622,622,1363,1,6,0,2,528,0,6,125500,1985,1.0,100,168
1410,46.0,20544,7,1986,1991,0,791,791,2093,2,7,1,2,542,63,11,215000,2884,2.5,22,427
1411,79.0,12420,7,2001,2001,666,278,944,1840,2,6,0,2,622,45,6,230000,2784,3.5,8,45
1412,80.0,9600,6,1950,2005,120,736,856,1668,1,6,0,1,271,0,9,140000,2524,1.5,59,0
1413,60.0,7200,4,1949,1950,0,0,0,1040,2,6,0,2,420,0,6,90000,1040,2.0,60,0
1414,88.0,10994,8,2005,2006,976,868,1844,1844,2,7,1,2,620,44,9,257000,3688,3.0,4,209
1415,64.0,13053,6,1923,2000,0,833,833,1848,1,8,1,2,370,0,6,207000,2681,1.5,85,220
1416,51.0,3635,7,2007,2007,988,398,1386,1569,2,7,1,3,660,20,5,175900,2955,2.5,2,163
1417,60.0,11340,4,1885,1950,0,777,777,2290,2,11,0,2,560,0,4,122500,3067,2.0,125,114
1418,91.0,16545,8,1998,1998,781,503,1284,2450,2,7,1,3,1069,126,5,340000,3734,3.5,11,126
1419,71.0,9204,5,1963,1963,25,247,1144,1144,1,6,0,1,336,88,8,124000,2288,2.5,45,88
1420,74.0,16381,6,1969,1969,1110,734,1844,1844,2,7,1,2,540,73,12,223000,3688,3.0,37,289
1421,90.0,11700,6,1968,1968,404,304,708,1416,2,7,1,2,776,169,5,179900,2124,2.5,38,288
1422,53.0,4043,6,1977,1977,360,709,1069,1069,2,4,1,2,440,55,7,127500,2138,2.0,33,220
1423,37.0,4435,6,2003,2003,686,162,848,848,1,3,0,2,420,0,3,136500,1696,2.0,5,140
1424,65.5,19690,6,1966,1966,0,697,697,2201,2,8,1,2,432,236,8,274970,2898,2.0,40,822
1425,73.0,9503,5,1958,1983,457,193,1024,1344,1,6,1,1,484,28,6,144000,2368,2.0,49,344
1426,80.0,10721,6,1959,1959,0,1252,1252,1252,1,7,0,2,528,39,10,142000,2504,1.0,49,39
1427,81.0,10944,7,1994,1994,1000,223,1223,2127,2,5,2,2,525,132,8,271000,3350,3.5,14,303
1428,60.0,10930,5,1945,1950,580,333,913,1558,1,6,1,1,288,0,4,140000,2471,2.5,63,0
1429,60.0,7200,5,1940,1992,510,278,788,804,1,4,2,1,240,0,2,119000,1592,2.0,70,154
1430,80.0,12546,6,1981,1981,678,762,1440,1440,2,7,1,2,467,0,4,182900,2880,2.0,26,99
1431,60.0,21930,5,2005,2005,0,732,732,1838,2,7,1,2,372,40,7,192140,2570,2.5,1,140
1432,24.0,4928,6,1976,1976,958,0,958,958,2,5,0,2,440,60,10,143750,1916,2.0,33,60
1433,60.0,10800,4,1927,2007,0,656,656,968,2,5,0,1,216,0,8,64500,1624,2.0,80,0
1434,93.0,10261,6,2000,2000,0,936,936,1792,2,8,1,2,451,0,5,186500,2728,3.5,8,0
1435,80.0,17400,5,1977,1977,936,190,1126,1126,2,5,1,2,484,41,5,160000,2252,3.0,29,336
1436,80.0,8400,6,1962,2005,0,1319,1319,1537,1,7,1,2,462,36,7,174000,2856,2.5,46,36
1437,60.0,9000,4,1971,1971,616,248,864,864,1,5,0,2,528,0,5,120500,1728,1.0,36,0
1438,96.0,12444,8,2008,2008,1336,596,1932,1932,2,7,1,3,774,66,11,394617,3864,3.0,0,370
1439,90.0,7407,6,1957,1996,600,312,912,1236,1,6,0,2,923,158,4,149700,2148,2.0,53,316
1440,80.0,11584,7,1979,1979,315,114,539,1725,2,6,1,2,550,88,11,197000,2264,2.5,28,304
1441,79.0,11526,6,1922,1994,0,588,588,2555,2,11,1,2,672,0,9,191000,3143,2.0,86,431
1442,70.0,4426,6,2004,2004,697,151,848,848,1,3,1,2,420,0,5,149300,1696,2.0,4,149
1443,85.0,11003,10,2008,2008,765,252,1017,2007,2,10,1,3,812,52,4,310000,3024,3.5,1,220
1444,52.0,8854,6,1916,1950,0,952,952,952,1,4,1,1,192,98,5,121000,1904,1.0,93,138
1445,63.0,8500,7,2004,2004,0,1422,1422,1422,2,7,0,2,626,60,11,179600,2844,2.0,3,252
1446,70.0,8400,6,1966,1966,187,0,814,913,1,6,0,1,240,0,5,129000,1727,2.0,41,252
1447,73.0,26142,5,1962,1962,593,595,1188,1188,1,6,0,1,312,39,4,157900,2376,1.0,48,300
1448,80.0,10000,8,1995,1996,1079,141,1220,2090,2,8,1,2,556,65,12,240000,3310,3.5,12,65
1449,70.0,11767,4,1910,2000,0,560,560,1346,1,6,0,1,384,24,5,112000,1906,1.5,97,192
1450,21.0,1533,5,1970,1970,553,77,630,630,1,3,0,0,0,0,8,92000,1260,2.0,36,0
1451,60.0,9000,5,1974,1974,0,896,896,1792,2,8,0,0,0,45,9,136000,2688,3.0,35,77
1452,78.0,9262,8,2008,2009,0,1573,1573,1578,2,7,1,3,840,36,5,287090,3151,2.0,1,36
1453,35.0,3675,5,2005,2005,547,0,547,1072,1,5,0,2,525,28,5,145000,1619,2.0,1,28
1454,90.0,17217,5,2006,2006,0,1140,1140,1140,1,6,0,0,0,56,7,84500,2280,1.0,0,92
1455,62.0,7500,7,2004,2005,410,811,1221,1221,2,6,0,2,400,113,10,185000,2442,3.0,5,113
1456,62.0,7917,6,1999,2000,0,953,953,1647,2,7,1,2,460,40,8,175000,2600,2.5,8,40
1457,85.0,13175,6,1978,1988,790,589,1542,2073,2,7,2,2,500,0,2,210000,3615,3.0,32,349
1458,66.0,9042,7,1941,2006,275,877,1152,2340,2,9,2,1,252,60,5,266500,3492,2.0,69,60
1459,68.0,9717,5,1950,1996,49,0,1078,1078,1,5,0,1,240,0,4,142125,2156,2.0,60,478
1460,75.0,9937,5,1965,1965,830,136,1256,1256,1,6,0,1,276,68,6,147500,2512,2.5,43,804
